,agressivite,visibilite,hstag,hstagmoyenTweet,longMoyen,frequenceFollowers,frequenceMention,frequenceAmi,refermoyenTweet,retweet,reply,Nombreurl,frenquenTweet,frequenceFavourite,,label
442,0,0.41,2,2,140,-1.16E-05,-4.28E-07,0,3,0,0,0,0,-4.29E-06,,1
443,0.02,0.379714286,18,3.6,123.6,-2.21E-06,-1.13E-07,-4.02E-09,0.2,0,0,7,-2.41E-08,-4.16E-06,,-1
444,0,0.33,3,3,119,-2.92E-03,-2.81E-05,0,1,0,0,1,0,-8.43E-04,,1
445,0.102857143,0.491428571,12,2,114.5,-3.23E-05,-5.44E-06,-5.66E-08,0.666666667,0,0,6,-7.92E-08,-3.11E-05,,-1
446,0,0.248571429,3,3,135,-2.79E-07,-8.58E-09,0,0,0,0,1,0,-4.45E-06,,1
447,0,0.082857143,1,1,36,-1.24E-05,-8.45E-07,0,0,0,0,0,0,-3.22E-07,,1
448,0,0.164285714,1,1,140,-2.97E-05,-1.19E-06,0,1,0,0,0,0,-1.38E-05,,1
449,0.282857143,0.094693878,8,1.142857143,72,-3.67E-06,-1.54E-07,-1.93E-08,0,0,0,1,-3.62E-07,-1.64E-04,,1
450,0.3,0.218095238,2,0.666666667,116,-1.60E-01,-0.000740385,0,0.666666667,0,0,0,-3.98E-07,-6.47E-05,,1
451,0,0.162857143,0,0,142,-1.47E-04,-6.72E-06,0,2,0,0,1,0,-3.73E-04,,1
452,0,0,0,0,142,-9.35E-05,-6.75E-06,0,0,0,0,1,0,-6.37E-05,,1
453,0,0.162857143,0,0,140,-1.01E-06,-6.76E-08,0,2,0,0,0,0,-1.15E-04,,1
454,0,0.082857143,1,1,48,-2.54E-04,-1.42E-05,0,0,0,0,0,0,-9.49E-03,,1
455,0,0.247142857,2,2,98,-3.00E-06,-1.26E-07,0,1,0,0,1,0,-1.62E-06,,1
456,0,0.164285714,1,1,127,-1.05E-05,-5.07E-07,0,1,0,0,2,0,-1.90E-05,,1
457,0,0.164285714,1,1,144,-2.73E-05,-8.68E-07,0,1,0,0,0,0,-3.61E-05,,1
458,0,0.081428571,0,0,148,-1.87E-06,-1.26E-07,0,1,0,0,0,0,-2.32E-04,,1
459,0,0.082857143,1,1,43,-8.50E-06,-2.64E-07,0,0,0,0,0,0,-2.19E-05,,1
460,0.025714286,0.082857143,2,1,118.5,-5.75E-05,-3.38E-06,0,0,0,0,2,-5.21E-08,-1.01E-04,,1
461,0.025714286,0.654285714,4,2,117,-6.70E-06,-6.74E-07,-5.62E-09,3,0,0,2,-4.50E-08,-4.75E-05,,1
462,0,0.328571429,2,2,140,-1.52E-06,-1.10E-07,0,2,0,0,0,0,-2.46E-05,,1
463,0.008571429,0.041428571,1,0.5,118.5,-2.74E-05,-1.85E-06,0,0,0,0,2,-1.19E-08,-1.82E-04,,1
464,0.011428571,0.124285714,3,1.5,52,-5.18E-06,-3.02E-07,0,0,0,0,1,-2.23E-08,-2.87E-05,,1
465,0,0.081428571,0,0,140,-3.20E-07,-3.20E-08,0,1,0,0,0,0,-2.05E-06,,1
466,0.042857143,0.082857143,6,1,83.5,-3.88E-06,-2.02E-07,0,0,0,0,1,-8.66E-08,-5.02E-06,,1
467,0,0.41,2,2,125,-2.64E-06,-5.08E-07,0,3,0,0,1,0,-1.20E-06,,1
468,0,0.164285714,1,1,140,-1.68E-05,-1.29E-06,0,1,0,0,0,0,-7.05E-06,,1
469,0,0.165714286,2,2,66,-1.96E-03,-4.40E-05,0,0,0,0,0,0,-1.96E-04,,1
470,0,0.082857143,1,1,94,-2.22E-03,-2.81E-05,0,0,0,0,1,0,-3.25E-05,,1
471,0,0.082857143,1,1,28,-6.20E-05,-3.97E-06,0,0,0,0,0,0,-4.01E-06,,1
472,0.105714286,0.191904762,4,1.333333333,92,-2.41E-05,-1.93E-06,-1.08E-08,0.333333333,0,0,0,-1.89E-07,-1.72E-04,,1
473,0,0.412857143,4,4,140,-2.12E-04,-1.09E-05,0,1,0,0,0,0,-1.22E-06,,1
474,0,0,0,0,38,-4.19E-06,-6.97E-08,0,0,0,0,1,0,-1.05E-04,,1
475,0.257142857,0.327142857,3,1,114.6666667,-2.23E-05,-9.79E-07,-1.20E-08,1,0,0,3,-3.48E-07,-3.47E-04,,1
476,0,0.248571429,3,3,127,-1.34E-06,-9.07E-08,0,0,0,0,1,0,-5.29E-06,,1
477,0.097142857,0.378285714,13,2.6,79.6,-1.47E-05,-7.77E-07,-1.22E-07,0.4,0,0,1,-1.97E-07,-3.86E-04,,1
478,0.002857143,0.041428571,1,0.5,83,-6.84E-06,-1.01E-06,0,0,0,0,2,-3.69E-09,-2.95E-08,,1
479,0.037142857,0.327142857,3,1,101.3333333,-2.47E-06,-1.59E-07,-7.76E-09,1,0,0,3,-4.27E-08,-2.04E-04,,1
480,0.008571429,0.207142857,5,2.5,67.5,-1.02E-05,-1.05E-06,0,0,0,0,0,-1.13E-08,-2.11E-05,,1
481,0,0.081428571,0,0,81,-1.77E-06,-8.85E-08,0,1,0,0,1,0,-2.68E-05,,1
482,0,0.164285714,1,1,140,-2.58E-06,-5.45E-07,0,1,0,0,0,0,-4.21E-05,,1
483,0,0.082857143,1,1,62,-6.36E-06,-3.10E-07,0,0,0,0,0,0,-1.76E-06,,1
484,0,0.082857143,1,1,79,-4.68E-04,-2.76E-05,0,0,0,0,1,0,-1.15E-08,,1
485,0.06,0.327142857,3,1,139.6666667,-1.16E-05,-6.21E-07,-3.79E-09,1,0,0,2,-7.57E-08,-2.37E-05,,1
486,0,0.164285714,1,1,94,-2.86E-06,-1.20E-07,0,1,0,0,1,0,-1.96E-07,,1
487,0,0.33,3,3,104,-7.48E-07,-2.88E-08,0,1,0,0,1,0,-5.93E-06,,1
488,0,0.165714286,2,2,34,-1.50E-06,-1.82E-07,0,0,0,0,0,0,-2.25E-06,,1
489,0.028571429,0.082857143,2,1,61.5,-6.63E-06,-7.78E-07,-5.44E-09,0,0,0,2,-4.89E-08,-9.55E-06,,1
490,0.031428571,0.226428571,7,1.75,104,-7.61E-05,-1.35E-06,-1.12E-08,0.25,0,0,2,-2.98E-08,-4.06E-05,,1
491,0,0.247142857,2,2,49,-1.67E-06,-1.06E-07,0,1,0,0,0,0,-2.92E-06,,1
492,0.002857143,0.654285714,4,2,119.5,-5.38E-06,-5.42E-07,0,3,0,0,2,-4.01E-09,-1.39E-05,,1
493,0,0.082857143,1,1,91,-8.89E-05,-2.29E-06,0,0,0,0,0,0,-8.14E-04,,1
494,0,0.164285714,1,1,140,-3.40E-05,-1.32E-06,0,1,0,0,0,0,-1.46E-05,,1
495,0,0.164285714,1,1,140,-3.74E-05,-2.32E-06,0,1,0,0,1,0,-3.69E-04,,1
496,0,0.081428571,0,0,140,-4.45E-06,-6.62E-08,0,1,0,0,0,0,-1.39E-05,,1
497,0.034285714,0.041428571,1,0.5,36,-4.40E-05,-3.43E-07,-4.70E-09,0,0,0,1,-5.17E-08,-5.80E-06,,1
498,0.028571429,0.191904762,4,1.333333333,85.33333333,-7.17E-06,-6.10E-07,0,0.333333333,0,0,2,-3.35E-08,-7.39E-06,,1
499,0,0,0,0,41,-1.29E-05,-5.16E-07,0,0,0,0,1,0,-1.02E-05,,1
500,0,0.164285714,1,1,139,-8.97E-05,-4.67E-06,0,1,0,0,0,0,-8.90E-05,,1
501,0,0.082857143,1,1,137,-1.56E-05,-6.38E-07,0,0,0,0,0,0,-1.83E-05,,1
502,0,0.411428571,3,3,140,-2.16E-05,-1.99E-06,0,2,0,0,1,0,-6.94E-05,,1
503,0,0.082857143,2,1,50,-2.59E-04,-2.05E-05,0,0,0,0,2,0,-2.27E-04,,1
504,0,0,0,0,62,-2.82E-05,-1.91E-06,0,0,0,0,1,0,-4.07E-05,,1
505,0,0.082857143,1,1,27,-5.66E-04,-3.57E-05,0,0,0,0,0,0,-4.79E-04,,1
506,0.128571429,0.288571429,5,2.5,130,-3.96E-04,-9.27E-06,-1.22E-08,0.5,0,0,2,-2.62E-07,-2.35E-05,,-1
507,0,0.33,3,3,140,-1.08E-04,-1.75E-06,0,1,0,0,0,0,-3.48E-05,,1
508,0,0,0,0,140,-1.01E-05,-9.98E-07,0,0,0,0,1,0,-1.43E-05,,1
509,0,0.164285714,1,1,90,-1.68E-05,-1.47E-06,0,1,0,0,1,0,-8.49E-07,,1
510,0.002857143,0.328571429,4,2,90,-5.53E-04,-2.35E-05,0,1,0,0,2,-4.36E-07,-9.01E-04,,1
511,0,0.164285714,1,1,90,-8.78E-05,-5.48E-07,0,1,0,0,1,0,-1.79E-05,,1
512,0,0.164285714,1,1,139,-1.44E-05,-4.65E-07,0,1,0,0,0,0,-2.83E-05,,1
513,0,0.245714286,1,1,140,-1.84E-07,-1.22E-08,0,2,0,0,0,0,-3.06E-07,,1
514,0,0.245714286,1,1,97,-1.03E-06,-1.14E-07,0,2,0,0,1,0,-9.39E-07,,1
515,0,0.165714286,2,2,132,-2.03E-05,-1.92E-06,0,0,0,0,1,0,-2.26E-05,,1
516,0,0.081428571,0,0,140,-1.83E-05,-1.30E-06,0,1,0,0,0,0,-3.22E-06,,1
517,0.017142857,0.122857143,1,0.5,79.5,-9.50E-06,-5.55E-07,0,0.5,0,0,2,-2.12E-08,-1.26E-05,,1
518,0,0.165714286,2,2,122,-7.47E-03,-0.000205332,0,0,0,0,1,0,-1.66E-04,,1
519,0.194285714,0.185,5,1.25,121,-4.41E-05,-5.93E-06,0,0.25,0,0,3,-4.35E-07,-9.73E-05,,1
520,0,0.165714286,2,2,78,-4.16E-06,-2.43E-07,0,0,0,0,1,0,-7.89E-07,,1
521,0,0,0,0,40,-1.50E-06,-1.06E-07,0,0,0,0,1,0,-1.99E-05,,1
522,0,0,0,0,62,-6.07E-06,-4.77E-08,0,0,0,0,1,0,-2.89E-05,,1
523,0,0.082857143,1,1,27,-3.43E-06,-3.35E-07,0,0,0,0,0,0,-6.41E-08,,1
524,0,0.247142857,2,2,141,-5.77E-04,-2.85E-05,0,1,0,0,0,0,-5.36E-04,,1
525,0,0.247142857,2,2,107,-4.34E-04,-3.93E-06,0,1,0,0,1,0,-8.05E-07,,1
526,0.06,0.307857143,7,1.75,77.5,-9.04E-06,-1.66E-07,-1.77E-08,0.5,0,0,1,-1.06E-07,-2.54E-05,,1
527,0,0.081428571,0,0,139,-1.24E-05,-2.23E-06,0,1,0,0,0,0,-3.42E-05,,1
528,0,0.411428571,3,3,140,-5.77E-04,-2.04E-05,0,2,0,0,0,0,-6.01E-03,,1
529,0,0.081428571,0,0,140,-1.92E-05,-3.70E-06,0,1,0,0,0,0,-2.49E-05,,1
530,0.005714286,0.247142857,4,2,87,-2.93E-06,-1.33E-07,0,0.5,0,0,2,-1.56E-08,-1.04E-06,,1
531,0.008571429,0.082857143,3,1,38.66666667,-6.55E-06,-4.85E-07,0,0,0,0,1,-1.84E-08,-1.99E-05,,1
532,0,0.165714286,2,2,135,-7.35E-06,-6.01E-07,0,0,0,0,0,0,-1.01E-05,,1
533,0.134285714,0.36122449,3,0.428571429,118.2857143,-2.53E-05,-2.81E-06,-1.10E-08,0.571428571,0,0,6,-1.61E-07,-1.42E-04,,1
534,0.005714286,0.285714286,1,0.5,108.5,-2.69E-07,-1.58E-08,0,1.5,0,0,1,-7.91E-09,-1.29E-06,,1
535,0,0.247142857,2,2,100,-2.04E-05,-1.36E-06,0,1,0,0,1,0,-2.68E-05,,1
536,0,0.164285714,1,1,110,-1.78E-06,-5.66E-08,0,1,0,0,1,0,-3.45E-06,,1
537,0,0.165714286,2,2,27,-8.81E-05,-3.60E-06,0,0,0,0,0,0,-3.98E-04,,1
538,0.462857143,1.304285714,30,1,81.73333333,-2.18E-02,-5.35E-05,0,0.5,0,0,28,-5.29E-07,-5.32E-07,,-1
539,0,0.164285714,1,1,140,-4.26E-05,-2.79E-06,0,1,0,0,0,0,-1.35E-05,,1
540,0,0.165714286,2,2,71,-1.22E-06,-4.18E-07,0,0,0,0,1,0,-1.09E-06,,1
541,0,0.245714286,1,1,129,-3.32E-05,-2.31E-06,0,2,0,0,1,0,-1.15E-04,,1
542,0,0.164285714,1,1,140,-2.61E-07,-1.58E-08,0,1,0,0,0,0,-1.85E-06,,1
543,0.002857143,0.165714286,4,2,140,-6.34E-06,-1.82E-07,0,0,0,0,1,-1.07E-08,-2.78E-05,,1
544,0,0,0,0,131,-3.00E-05,-2.05E-06,0,0,0,0,1,0,-1.06E-05,,1
545,0,0.164285714,1,1,66,-6.90E-06,-1.31E-07,0,1,0,0,1,0,-7.55E-07,,1
546,0,0.082857143,1,1,27,-8.84E-06,-1.16E-07,0,0,0,0,0,0,-2.18E-05,,1
547,0,0,0,0,77,-8.00E-06,-1.27E-06,0,0,0,0,1,0,-3.36E-06,,1
548,0.08,0.354761905,4,1.333333333,130.6666667,-7.01E-05,-2.35E-06,0,1,0,0,1,-2.71E-07,-1.41E-03,,1
549,0,0.41,2,2,128,-2.86E-04,-1.04E-05,0,3,0,0,1,0,-2.54E-05,,1
550,0.005714286,0.455714286,11,5.5,136.5,-6.67E-05,-8.22E-06,0,0,0,0,2,-2.02E-08,-1.24E-04,,1
551,0,0.164285714,1,1,98,-4.43E-05,-5.25E-06,0,1,0,0,1,0,-3.43E-04,,1
552,0,0.082857143,1,1,29,-1.05E-05,-3.40E-07,0,0,0,0,0,0,-6.34E-06,,1
553,0,0.245714286,1,1,99,-6.03E-05,-5.38E-06,0,2,0,0,1,0,-4.77E-05,,1
554,0,0.164285714,1,1,24,-2.33E-05,-2.87E-06,0,1,0,0,0,0,-3.74E-07,,1
555,0,0.247142857,2,2,140,-2.48E-03,-3.82E-05,0,1,0,0,1,0,-7.19E-05,,1
556,0.008571429,0.081428571,0,0,90,-1.42E-05,-1.26E-06,0,0.5,0,0,2,-1.50E-08,-2.26E-05,,1
557,0,0.162857143,0,0,140,-4.93E-05,-3.53E-06,0,2,0,0,1,0,-9.84E-05,,1
558,0,0.165714286,2,2,68,-7.44E-04,-4.44E-05,0,0,0,0,0,0,-7.41E-04,,1
559,0.02,0.29952381,2,0.666666667,119.6666667,-2.25E-05,-9.40E-07,0,1,0,0,1,-6.15E-08,0.00E+00,,1
560,0.497142857,0.218095238,2,0.666666667,94.33333333,-3.16E-06,-6.87E-08,-5.28E-09,0.666666667,0,0,2,-9.14E-07,-2.06E-05,,1
561,0,0.082857143,1,1,40,-3.90E-06,-2.55E-07,0,0,0,0,0,0,-3.66E-06,,1
562,0.045714286,0.122857143,1,0.5,67.5,-1.76E-06,-1.08E-07,-1.54E-08,0.5,0,0,1,-4.63E-08,-2.45E-05,,1
563,0,0.081428571,0,0,140,-1.08E-06,-1.46E-08,0,1,0,0,0,0,-1.50E-06,,1
564,0,0.331428571,4,4,140,-2.00E-05,-1.89E-06,0,0,0,0,1,0,-1.25E-04,,1
565,0.008571429,0.191904762,4,1.333333333,92.66666667,-6.43E-06,-5.51E-07,0,0.333333333,0,0,0,-3.18E-08,-1.03E-05,,1
566,0.248571429,0.131142857,3,0.6,127,-8.37E-05,-2.49E-06,-3.68E-09,0.2,0,0,5,-3.17E-07,-7.40E-06,,1
567,0.002857143,0.082857143,2,1,93.5,-3.94E-06,-3.56E-07,0,0,0,0,0,-9.37E-09,-4.99E-05,,1
568,0,0.328571429,2,2,140,-5.19E-06,-2.62E-07,0,2,0,0,0,0,-2.03E-04,,1
569,0.297142857,0.271904762,1,0.333333333,140,-2.78E-06,-2.17E-07,-7.62E-09,1,0,0,0,-3.88E-07,-2.42E-05,,1
570,0.005714286,0.138095238,5,1.666666667,43.66666667,-1.37E-06,-1.01E-07,0,0,0,0,0,-7.46E-09,-4.93E-06,,1
571,0,0,0,0,78,-7.22E-05,-1.65E-05,0,0,0,0,1,0,-1.61E-05,,1
572,0,0,0,0,39,-7.34E-06,-6.28E-07,0,0,0,0,1,0,-8.67E-08,,1
573,0.051428571,0.466666667,11,3.666666667,103.3333333,-3.99E-05,-2.23E-06,0,0.666666667,0,0,2,-1.91E-07,-2.71E-05,,-1
574,0.025714286,0.136666667,2,0.666666667,86.33333333,-1.54E-05,-8.53E-07,0,0.333333333,0,0,2,-3.24E-08,-4.62E-05,,1
575,0.005714286,0.331428571,8,4,91.5,-9.44E-05,-1.10E-05,0,0,0,0,0,-4.67E-07,-5.59E-04,,1
576,0,0.081428571,0,0,140,-7.30E-03,-9.32E-05,0,1,0,0,0,0,-3.47E-01,,1
577,0,0.164285714,1,1,90,-7.68E-06,-5.33E-07,0,1,0,0,1,0,-1.26E-04,,1
578,0.022857143,0.138095238,5,1.666666667,136.3333333,-2.81E-06,-3.21E-07,0,0,0,0,2,-3.38E-08,-3.62E-05,,1
579,0,0.245714286,1,1,117,-1.63E-04,-8.75E-06,0,2,0,0,1,0,-3.75E-05,,1
580,0.017142857,0.082857143,2,1,139.5,-1.22E-05,-6.92E-07,-1.80E-08,0,0,0,2,-1.80E-08,-2.33E-04,,1
581,0,0.082857143,1,1,60,-3.02E-04,-1.92E-05,0,0,0,0,0,0,-4.41E-05,,1
582,0,0.162857143,0,0,46,-4.98E-05,-2.90E-06,0,2,0,0,1,0,-5.61E-05,,1
583,0.017142857,0.247142857,4,2,82,-1.44E-05,-5.98E-07,-3.76E-09,0.5,0,0,0,-1.88E-08,-1.22E-05,,1
584,0,0,0,0,139,-1.19E-06,-9.69E-08,0,0,0,0,1,0,-5.23E-07,,1
585,0.08,0.328571429,4,2,111,-1.02E-05,-3.51E-07,0,1,0,0,2,-4.27E-07,-3.61E-04,,1
586,0,0,0,0,100,-2.26E-05,-1.07E-06,0,0,0,0,1,0,-1.11E-04,,1
587,0.065714286,0.287142857,9,1.5,107,-6.98E-06,-4.72E-07,-6.05E-09,0.333333333,0,0,2,-1.33E-07,-2.39E-05,,1
588,0,0.164285714,1,1,124,-8.58E-06,-2.04E-07,0,1,0,0,1,0,-4.68E-05,,1
589,0,0.248571429,3,3,128,-1.44E-04,-2.17E-06,0,0,0,0,0,0,-1.23E-04,,1
590,0,0.165714286,2,2,27,-7.14E-06,-4.79E-07,0,0,0,0,0,0,-6.50E-07,,1
591,0,0.164285714,1,1,140,-2.25E-05,-9.44E-07,0,1,0,0,1,0,-1.09E-05,,1
592,0,0.164285714,1,1,96,-9.15E-05,-4.68E-06,0,1,0,0,1,0,-9.53E-04,,1
593,0.002857143,0.328571429,6,2,103.3333333,-5.03E-06,-1.38E-07,0,0.666666667,0,0,3,-5.76E-09,-1.75E-05,,1
594,0,0.247142857,2,2,140,-8.16E-07,-1.32E-08,0,1,0,0,0,0,-2.93E-05,,1
595,0,0.245714286,1,1,143,-1.84E-06,-1.36E-07,0,2,0,0,0,0,-6.79E-06,,1
596,0,0.245714286,1,1,142,-1.56E-05,-9.02E-07,0,2,0,0,1,0,-1.02E-07,,1
597,0.04,0.124285714,3,1.5,106.5,-1.32E-05,-5.24E-07,-7.12E-09,0,0,0,1,-4.27E-08,-6.36E-05,,1
598,0,0,0,0,71,-4.10E-04,-1.84E-05,0,0,0,0,1,0,-2.03E-04,,1
599,0.745714286,2.685521236,72,1.945945946,116.6216216,-7.16E-06,-2.96E-07,-1.42E-08,0.837837838,0,0,10,-9.15E-07,-1.48E-04,,-1
600,0,0.082857143,1,1,105,-3.87E-05,-7.35E-07,0,0,0,0,0,0,-7.42E-05,,1
601,0,0.164285714,1,1,112,-4.62E-06,-2.46E-07,0,1,0,0,1,0,-2.59E-05,,1
602,0,0.082857143,1,1,140,-2.27E-05,-2.30E-06,0,0,0,0,1,0,-1.04E-02,,1
603,0,0.082857143,1,1,131,-6.51E-07,-8.33E-08,0,0,0,0,0,0,-3.84E-06,,1
604,0,0.247142857,2,2,140,-6.51E-06,-4.66E-07,0,1,0,0,0,0,-1.40E-05,,1
605,0.002857143,0.245714286,2,1,125,-2.07E-06,-1.02E-07,0,1,0,0,1,-3.66E-09,-1.21E-05,,1
606,0,0,0,0,139,-2.56E-04,-3.64E-06,0,0,0,0,1,0,-3.54E-04,,1
607,0,0.081428571,0,0,140,-6.47E-05,-3.65E-06,0,1,0,0,2,0,-3.11E-05,,1
608,0,0.245714286,1,1,142,-4.69E-05,-2.23E-06,0,2,0,0,0,0,-3.90E-05,,1
609,0,0.247142857,2,2,139,-1.59E-05,-6.60E-07,0,1,0,0,0,0,-1.92E-05,,1
610,0,0.164285714,1,1,64,-1.44E-04,-2.25E-06,0,1,0,0,1,0,-2.37E-05,,1
611,0.357142857,0.29952381,2,0.666666667,103.3333333,-1.15E-05,-3.96E-07,0,1,0,0,1,-5.63E-07,-2.87E-05,,1
612,0,0.248571429,3,3,94,-3.64E-06,-4.29E-07,0,0,0,0,1,0,-2.96E-05,,1
613,0.628571429,0.45,6,1.5,130.25,-2.98E-06,-6.98E-07,0,1,0,0,1,-9.30E-07,-9.19E-04,,-1
614,0,0.247142857,2,2,74,-1.73E-05,-6.76E-07,0,1,0,0,1,0,-1.58E-04,,1
615,0,0.247142857,2,2,140,-2.09E-06,-1.56E-07,0,1,0,0,0,0,-5.46E-06,,1
616,0.034285714,0.124285714,3,1.5,70,-1.82E-06,-3.59E-07,0,0,0,0,0,-6.95E-08,-1.59E-05,,1
617,0,0.082857143,1,1,140,-2.28E-05,-1.57E-06,0,0,0,0,1,0,-1.26E-06,,1
618,0.005714286,0.041428571,1,0.5,139,-5.48E-03,-0.000235041,0,0,0,0,2,-3.74E-07,-2.72E-03,,1
619,0,0.412857143,4,4,81,-5.55E-07,0,0,1,0,0,1,0,-8.02E-06,,1
620,0,0.247142857,2,2,140,-1.22E-04,-7.63E-06,0,1,0,0,0,0,-4.76E-04,,1
621,0.031428571,0.456857143,3,0.6,124.8,-3.39E-05,-2.75E-06,0,1,0,0,2,-1.03E-07,-1.52E-04,,1
622,0,0.247142857,2,2,103,-1.15E-04,-1.10E-05,0,1,0,0,1,0,-4.24E-03,,1
623,0.088571429,0.094693878,8,1.142857143,49.85714286,-1.47E-06,-1.87E-08,-7.50E-09,0,0,0,3,-1.09E-07,-1.40E-05,,1
624,0,0.245714286,1,1,150,-1.98E-06,-1.57E-08,0,2,0,0,0,0,-9.11E-06,,1
625,0,0.247142857,2,2,140,-9.79E-06,-2.85E-07,0,1,0,0,0,0,-3.04E-07,,1
626,0,0.082857143,1,1,74,-1.29E-04,-1.57E-05,0,0,0,0,1,0,-2.22E-05,,1
627,0,0.162857143,0,0,140,-2.75E-06,-1.67E-07,0,2,0,0,0,0,-1.34E-05,,1
628,0,0.165714286,2,2,96,-7.67E-03,-6.07E-05,0,0,0,0,2,0,-1.42E-04,,1
629,0,0.165714286,2,2,80,-3.14E-08,0,0,0,0,0,0,0,-3.92E-09,,1
630,0,0,0,0,142,-1.14E-05,-5.24E-07,0,0,0,0,1,0,-2.04E-05,,1
631,0.002857143,0.287142857,3,1.5,86,-3.94E-06,-4.84E-07,0,1,0,0,2,-5.15E-09,-1.38E-06,,1
632,0,0.164285714,1,1,110,-2.18E-05,-8.89E-07,0,1,0,0,1,0,-3.52E-05,,1
633,0,0.33,3,3,105,-2.34E-06,-2.23E-08,0,1,0,0,1,0,-2.81E-05,,1
634,0.02,0.287142857,3,1.5,121,-1.60E-06,-1.69E-07,0,1,0,0,1,-2.62E-08,-8.01E-05,,1
635,0.448571429,0.351512605,22,1.294117647,81.64705882,-2.31E-06,-1.98E-07,-6.47E-08,0.176470588,0,0,7,-5.33E-07,-1.81E-04,,1
636,0.034285714,0.11047619,4,1.333333333,86,-3.01E-06,-6.91E-08,0,0,0,0,0,-6.38E-08,-4.74E-04,,1
637,0,0.082857143,1,1,140,-9.19E-03,-0.000618172,0,0,0,0,1,0,-2.49E-04,,1
638,0,0.41,2,2,115,-1.55E-05,-2.28E-06,0,3,0,0,1,0,-2.13E-04,,1
639,0,0.247142857,2,2,140,-3.90E-06,-4.99E-08,0,1,0,0,0,0,-2.10E-04,,1
640,0,0.165714286,2,2,41,-2.83E-05,-1.24E-06,0,0,0,0,0,0,-3.18E-04,,1
641,0.1,0.066285714,4,0.8,114.4,-2.00E-04,-1.05E-05,-9.08E-09,0,0,0,2,-3.09E-07,-1.19E-05,,1
642,0.025714286,0.205714286,3,1.5,81,-1.75E-04,-1.56E-05,0,0.5,0,0,0,-1.42E-07,-5.44E-05,,1
643,0,0.082857143,1,1,34,-9.09E-05,-3.29E-06,0,0,0,0,1,0,-3.32E-05,,1
644,0,0.165714286,2,2,141,-7.71E-06,-7.65E-07,0,0,0,0,1,0,-9.13E-05,,1
645,0,0.495714286,5,5,134,-1.40E-06,-8.13E-08,0,1,0,0,0,0,-1.17E-06,,1
646,0,0,0,0,139,-4.33E-06,-3.69E-07,0,0,0,0,2,0,-3.91E-07,,1
647,0,0.082857143,1,1,134,-4.88E-03,-4.01E-05,0,0,0,0,1,0,-1.40E-04,,1
648,0,0.412857143,4,4,140,-2.73E-06,-2.68E-07,0,1,0,0,0,0,-4.26E-06,,1
649,0.285714286,0.535714286,9,4.5,141.5,-6.87E-06,-7.00E-07,-3.85E-09,1,0,0,1,-3.81E-07,-2.64E-04,,-1
650,0.317142857,0.162857143,0,0,140,-3.34E-06,-1.83E-07,-3.80E-09,1,0,0,0,-4.18E-07,-2.69E-05,,1
651,0,0.082857143,1,1,140,-3.13E-06,-3.08E-07,0,0,0,0,1,0,-1.64E-06,,1
652,0,0.164285714,1,1,76,-6.87E-06,-1.99E-07,0,1,0,0,1,0,-9.37E-05,,1
653,0,0.328571429,2,2,122,-8.04E-06,-1.98E-07,0,2,0,0,1,0,-1.09E-05,,1
654,0.062857143,0.518351648,43,3.307692308,132.6153846,-1.84E-05,-3.11E-06,-1.87E-08,0.230769231,0,0,21,-6.37E-08,-5.47E-06,,-1
655,0,0.164285714,1,1,103,-2.50E-05,-1.90E-06,0,1,0,0,1,0,-9.42E-06,,1
656,0.1,0.327142857,14,1,128.3571429,-2.07E-06,-1.32E-07,-2.06E-08,0.214285714,0,0,11,-1.24E-07,-2.52E-05,,1
657,0,0.245714286,1,1,140,-2.60E-04,-4.82E-06,0,2,0,0,1,0,-5.96E-06,,1
658,0,0.164285714,1,1,140,-7.19E-04,-3.28E-06,0,1,0,0,0,0,-5.32E-05,,1
659,0,0.247142857,2,2,108,-4.04E-05,-3.61E-06,0,1,0,0,0,0,-1.77E-05,,1
660,0,0.082857143,1,1,100,-1.87E-03,-2.43E-06,0,0,0,0,1,0,-2.64E-05,,1
661,0,0,0,0,58,-5.16E-07,-2.72E-08,0,0,0,0,1,0,-3.23E-06,,1
662,0.065714286,0.082857143,3,1,81,-1.06E-05,-3.78E-07,0,0,0,0,1,-8.53E-08,-8.53E-08,,1
663,0,0.082857143,1,1,63,-4.51E-06,-1.39E-07,0,0,0,0,0,0,-3.81E-06,,1
664,0,0.41,2,2,121,-1.79E-05,-1.14E-06,0,3,0,0,1,0,-9.62E-05,,1
665,0,0.165714286,2,2,140,-4.51E-06,-2.62E-07,0,0,0,0,1,0,-9.38E-06,,1
666,0.085714286,0,0,0,140,-5.44E-02,-0.000468535,0,0,0,0,2,-1.55E-07,-9.33E-06,,1
667,0,0.247142857,2,2,132,-2.38E-05,-1.82E-06,0,1,0,0,1,0,-1.66E-04,,1
668,0,0.082857143,1,1,127,-1.21E-06,-1.76E-07,0,0,0,0,1,0,-1.50E-07,,1
669,0,0.164285714,1,1,90,-4.62E-06,-2.89E-07,0,1,0,0,1,0,-2.06E-06,,1
670,0,0.082857143,1,1,73,-1.05E-04,-7.11E-06,0,0,0,0,1,0,-2.08E-04,,1
671,0.408571429,0.082857143,3,1,111,-1.22E-01,-0.000431086,0,0,0,0,3,-9.72E-07,0.00E+00,,1
672,0,0.495714286,5,5,143,-4.64E-06,-2.82E-07,0,1,0,0,0,0,-3.20E-04,,1
