,agressivite,visibilite,hstag,hstagmoyenTweet,longMoyen,frequenceFollowers,frequenceMention,frequenceAmi,refermoyenTweet,retweet,reply,Nombreurl,frenquenTweet,frequenceFavourite,,label
217,0.022857143,0.29952381,2,0.666666667,140,-4.96E-04,-4.19E-06,-9.82E-09,1,0,0,2,-6.88E-08,-1.27E-05,,-1
218,0,0.247142857,2,2,133,-2.50E-04,-6.61E-06,0,1,0,0,1,0,-1.05E-04,,1
219,0,0.082857143,1,1,44,-1.63E-06,-9.04E-08,0,0,0,0,0,0,-1.70E-07,,1
220,0,0.165714286,2,2,89,-1.24E-06,-6.16E-08,0,0,0,0,2,0,-3.15E-07,,1
221,0.011428571,0.572857143,6,2,100.3333333,-1.23E-06,-3.25E-07,0,1.666666667,0,0,3,-1.45E-08,-1.37E-06,,1
222,0.482857143,0.408571429,4,1,99.75,-4.12E-06,-2.82E-07,-4.27E-09,1,0,0,4,-7.17E-07,-3.87E-05,,1
223,0,0.245714286,1,1,141,-2.54E-05,-3.43E-07,0,2,0,0,1,0,-3.78E-05,,1
224,0.034285714,0.465238095,8,2.666666667,134,-9.33E-07,-6.26E-09,0,1,0,0,2,-7.51E-08,-1.63E-06,,1
225,0,0.245714286,1,1,140,-1.29E-05,-3.81E-07,0,2,0,0,1,0,-3.89E-05,,1
226,0.002857143,0.452857143,7,3.5,140,-2.33E-05,-9.77E-07,0,1,0,0,1,-1.14E-08,-1.17E-05,,-1
227,0,0.164285714,1,1,140,-4.12E-04,-2.15E-05,0,1,0,0,0,0,-8.61E-05,,1
228,0.32,0.269387755,18,1.285714286,100.9285714,-1.19E-06,-1.20E-07,-7.50E-08,0.142857143,0,0,10,-3.45E-07,-2.86E-05,,1
229,0.177142857,0.318857143,9,0.9,65.5,-1.48E-04,-2.73E-06,0,0.3,0,0,8,-2.35E-07,-6.92E-06,,1
230,0.088571429,0.11047619,8,1.333333333,59,-1.83E-05,-1.43E-06,-4.41E-09,0,0,0,3,-1.32E-07,-6.81E-06,,1
231,0,0.082857143,1,1,140,-2.38E-03,-2.84E-05,0,0,0,0,1,0,-4.03E-06,,1
232,0,0.247142857,2,2,140,-7.96E-04,-4.24E-05,0,1,0,0,0,0,-1.06E-04,,1
233,0,0.247142857,2,2,119,-6.24E-06,-4.89E-07,0,1,0,0,1,0,-1.66E-04,,1
234,0.005714286,0.328571429,4,2,76,-3.25E-05,-1.52E-06,0,1,0,0,1,-2.39E-08,-4.87E-05,,1
235,0,0.082857143,1,1,61,-1.95E-05,-1.34E-06,0,0,0,0,0,0,-9.11E-06,,1
236,0,0.245714286,1,1,129,-5.27E-06,-2.21E-07,0,2,0,0,1,0,-7.69E-05,,1
237,0,0.411428571,3,3,140,-2.31E-05,-4.16E-07,0,2,0,0,0,0,-8.34E-06,,1
238,0,0.41,2,2,116,-8.19E-05,-2.70E-06,0,3,0,0,1,0,-3.06E-04,,1
239,0.14,0.429285714,10,1.25,89.375,-3.91E-06,-2.07E-07,-3.76E-09,0.5,0,0,3,-1.81E-07,-1.07E-04,,1
240,0.048571429,0.082857143,3,1,37.33333333,-1.17E-03,-5.17E-05,0,0,0,0,2,-1.03E-07,-4.58E-04,,1
241,0.102857143,0.185,5,1.25,114.5,-5.79E-06,-4.37E-07,0,0.25,0,0,5,-1.36E-07,-3.09E-07,,1
242,0.777142857,2.060186335,52,2.260869565,126.0869565,-8.87E-04,-5.16E-06,-6.54E-09,1,0,0,19,-8.83E-07,-4.50E-06,,-1
243,0,0.082857143,1,1,41,-2.91E-06,-1.31E-07,0,0,0,0,1,0,-5.58E-06,,1
244,0,0.165714286,2,2,122,-7.58E-05,-2.39E-06,0,0,0,0,0,0,-1.51E-05,,1
245,0,0.164285714,1,1,140,-1.99E-05,-1.59E-06,0,1,0,0,0,0,-4.76E-06,,1
246,0.125714286,0.546666667,8,2.666666667,134,-1.77E-04,-4.45E-06,-1.52E-08,1.333333333,0,0,2,-1.52E-07,-3.72E-05,,-1
247,0.005714286,0.45,3,1.5,127,-1.12E-05,-4.67E-07,0,2,0,0,1,-1.09E-08,-1.54E-05,,1
248,0.354285714,0.436190476,8,1.333333333,111.3333333,-1.69E-05,-1.97E-06,-1.12E-08,0.666666667,0,0,5,-4.52E-07,-6.63E-05,,1
249,0,0.082857143,1,1,134,-2.03E-06,-1.11E-07,0,0,0,0,1,0,-1.53E-05,,1
250,0.017142857,0.300952381,5,1.666666667,126,-1.58E-06,-2.13E-07,0,0.666666667,0,0,2,-2.13E-08,-1.97E-06,,1
251,0.017142857,0.491428571,6,2,102,-1.30E-05,-1.14E-06,-3.79E-09,1.333333333,0,0,3,-1.89E-08,-5.26E-06,,1
252,0,0,0,0,140,-8.95E-06,-6.93E-07,0,0,0,0,1,0,-1.09E-05,,1
253,0,0.082857143,1,1,107,-5.92E-03,-3.02E-05,0,0,0,0,2,0,-5.08E-05,,1
254,0,0.164285714,1,1,94,-2.47E-05,-1.51E-06,0,1,0,0,0,0,-8.86E-05,,1
255,0,0.164285714,1,1,86,-2.04E-05,-3.62E-07,0,1,0,0,1,0,-1.01E-04,,1
256,0,0.081428571,0,0,140,-4.97E-04,-2.34E-05,0,1,0,0,0,0,-6.68E-04,,1
257,0.048571429,0.136666667,2,0.666666667,103.3333333,-1.53E-05,-2.55E-07,-5.47E-08,0.333333333,0,0,2,-1.00E-07,-1.74E-05,,1
258,0.125714286,0.358214286,11,1.375,85.125,-4.58E-06,-1.61E-07,-1.53E-08,0.375,0,0,3,-1.53E-07,-6.25E-05,,1
259,0,0.165714286,2,2,30,-4.14E-05,-2.69E-06,0,0,0,0,0,0,-2.03E-05,,1
260,0,0.081428571,0,0,140,-9.22E-06,-4.78E-07,0,1,0,0,0,0,-2.12E-05,,1
261,0.137142857,0.778571429,21,3.5,133.6666667,-2.91E-06,-3.13E-07,-4.96E-09,1,0,0,0,-2.33E-07,-4.89E-05,,1
262,0,0.081428571,0,0,49,-5.41E-06,-1.85E-07,0,1,0,0,1,0,-1.86E-05,,1
263,0.077142857,0.637714286,18,1.8,106.4,-6.71E-05,-1.01E-06,-7.17E-09,0.6,0,0,6,-8.96E-08,-5.02E-06,,1
264,0,0.082857143,1,1,119,-3.23E-06,-2.12E-07,0,0,0,0,0,0,-1.62E-05,,1
265,0,0.245714286,1,1,141,-6.42E-06,-3.84E-07,0,2,0,0,1,0,-4.43E-05,,1
266,0,0.082857143,1,1,140,-1.55E-04,-2.69E-06,0,0,0,0,1,0,-2.83E-04,,1
267,0,0.247142857,2,2,90,-5.93E-05,-2.81E-06,0,1,0,0,1,0,-9.24E-05,,1
268,0,0.082857143,1,1,97,-4.08E-06,-9.49E-08,0,0,0,0,1,0,-5.79E-07,,1
269,0.151428571,0.287142857,3,1.5,124,-1.02E-05,-4.71E-07,-5.45E-08,1,0,0,2,-1.52E-07,-2.96E-07,,1
270,0,0.082857143,1,1,58,-1.25E-04,-1.13E-06,0,0,0,0,0,0,-1.92E-05,,1
271,0.077142857,0.176122449,8,1.142857143,74.14285714,-1.25E-05,-3.93E-07,-3.75E-09,0.142857143,0,0,1,-9.74E-08,-6.33E-07,,1
272,0,0.247142857,2,2,139,-2.90E-04,-1.47E-05,0,1,0,0,1,0,-1.11E-03,,1
273,0.34,0.382380952,5,1.666666667,114,-6.64E-05,-4.02E-06,-7.99E-08,1,0,0,1,-3.16E-07,-4.37E-05,,1
274,0.014285714,0.285714286,1,0.5,122.5,-3.43E-05,-1.60E-06,0,1.5,0,0,0,-5.68E-08,-3.97E-04,,1
275,0.1,0.683333333,30,3.333333333,100.2222222,-4.23E-05,-3.69E-06,-1.36E-08,0.555555556,0,0,6,-2.25E-07,-3.33E-05,,1
276,0,0.164285714,1,1,140,-8.75E-06,-4.98E-07,0,1,0,0,0,0,-1.74E-05,,1
277,0,0.164285714,1,1,110,-4.40E-04,-1.50E-05,0,1,0,0,2,0,-1.17E-04,,1
278,0,0.164285714,1,1,90,-2.59E-06,-1.54E-07,0,1,0,0,1,0,-2.37E-07,,1
279,0,0.164285714,1,1,142,-3.35E-05,-3.02E-06,0,1,0,0,0,0,-3.78E-05,,1
280,0,0.164285714,1,1,144,-3.72E-05,-3.95E-07,0,1,0,0,1,0,-2.81E-06,,1
281,0.011428571,0.465238095,8,2.666666667,114.3333333,-1.16E-05,-3.56E-07,0,1,0,0,0,-5.28E-08,-6.18E-05,,1
282,0.002857143,0.165714286,4,2,72,-1.42E-05,-8.09E-07,0,0,0,0,2,-8.79E-09,-4.43E-05,,1
283,0.157142857,0.470714286,21,1.75,85.25,-1.30E-05,-9.66E-07,-2.68E-08,0.333333333,0,0,4,-1.84E-07,-1.38E-05,,1
284,0.008571429,0.247142857,4,2,104.5,-1.44E-04,-1.15E-05,0,0.5,0,0,1,-1.20E-07,-2.87E-04,,1
285,0.117142857,1.235333333,32,2.133333333,93.53333333,-2.78E-05,-6.64E-07,-3.39E-09,0.866666667,0,0,7,-1.36E-07,-6.41E-05,,1
286,0,0.164285714,1,1,140,-8.33E-06,-3.45E-07,0,1,0,0,1,0,-1.30E-04,,1
287,0,0.165714286,2,2,69,-1.09E-05,-5.24E-07,0,0,0,0,1,0,-7.66E-06,,1
288,0,0.162857143,0,0,63,-3.50E-07,-5.30E-08,0,2,0,0,1,0,-1.98E-06,,1
289,0,0.165714286,2,2,67,-4.99E-05,-1.45E-06,0,0,0,0,0,0,-3.06E-05,,1
290,0,0.082857143,1,1,100,-2.96E-06,-1.57E-07,0,0,0,0,1,0,-6.74E-05,,1
291,0,0,0,0,84,-1.62E-05,-1.02E-06,0,0,0,0,1,0,-4.30E-05,,1
292,0,0.33,3,3,140,-5.50E-05,-2.43E-06,0,1,0,0,0,0,-1.29E-05,,1
293,0,0.082857143,1,1,36,-3.80E-03,-0.000141247,0,0,0,0,0,0,-6.54E-05,,1
294,0.1,0.066285714,4,0.8,88.6,-9.84E-06,-2.90E-07,-5.36E-09,0,0,0,3,-1.82E-07,-4.39E-05,,1
295,0,0,0,0,27,-1.13E-05,-1.60E-07,0,0,0,0,1,0,-2.28E-05,,1
296,0.451428571,1.1325,15,1.875,138,-7.59E-02,-0.000351975,0,1.5,0,0,3,-5.09E-07,-2.90E-08,,-1
297,0,0.247142857,2,2,96,-2.00E-06,-3.80E-08,0,1,0,0,1,0,-3.80E-04,,1
298,0.1,0.463809524,5,1.666666667,103.3333333,-6.86E-07,-3.57E-09,-3.57E-09,1.333333333,0,0,3,-1.21E-07,-3.48E-06,,1
299,0,0.247142857,2,2,87,-6.91E-06,-2.79E-06,0,1,0,0,1,0,-3.26E-06,,1
300,0,0.245714286,1,1,148,-2.44E-06,-1.67E-07,0,2,0,0,0,0,-5.58E-07,,1
301,0.008571429,0.300952381,5,1.666666667,85.33333333,-2.89E-06,-4.32E-08,0,0.666666667,0,0,1,-1.62E-08,-1.25E-06,,1
302,0.1,0.164285714,3,1,78.33333333,-2.19E-06,-8.48E-08,-6.94E-08,0.333333333,0,0,3,-6.55E-08,-6.74E-06,,1
303,0,0,0,0,57,-7.34E-06,0,0,0,0,0,1,0,-1.13E-06,,1
304,0,0.082857143,1,1,48,-8.87E-05,-1.53E-06,0,0,0,0,1,0,-4.32E-07,,1
305,0.151428571,0.081428571,0,0,134,-4.29E-06,-1.88E-07,0,0.5,0,0,1,-1.78E-07,-2.68E-06,,1
306,0.077142857,0.603333333,13,4.333333333,121.6666667,-5.87E-06,-7.10E-07,0,1,0,0,1,-2.49E-07,-1.06E-04,,-1
307,0,0.082857143,1,1,94,-8.54E-06,-5.07E-07,0,0,0,0,0,0,-2.38E-06,,1
308,0,0.165714286,2,2,28,-2.02E-04,0,0,0,0,0,0,0,-3.40E-04,,1
309,0.117142857,0.328571429,4,2,87.5,-4.91E-07,-4.87E-08,0,1,0,0,2,-1.66E-07,-4.20E-05,,1
310,0,0,0,0,62,-1.67E-05,-2.86E-07,0,0,0,0,1,0,-3.24E-05,,1
311,0,0.082857143,1,1,130,-2.20E-06,-9.52E-08,0,0,0,0,0,0,-1.05E-06,,1
312,0,0.082857143,1,1,139,-5.25E-05,-4.49E-06,0,0,0,0,1,0,-8.21E-05,,1
313,0,0.164285714,1,1,139,-1.57E-05,-1.40E-06,0,1,0,0,0,0,-1.30E-04,,1
314,0,0.300952381,5,1.666666667,119.3333333,-2.20E-05,-2.10E-06,0,0.666666667,0,0,1,0,-9.22E-05,,1
315,0.248571429,0.571428571,8,1,94.625,-1.22E-05,-2.40E-07,0,0.75,0,0,6,-4.75E-07,-1.15E-04,,-1
316,0,0.412857143,4,4,140,-2.90E-06,-5.25E-08,0,1,0,0,1,0,-6.35E-06,,1
317,0.034285714,0.082857143,2,1,95,-1.19E-05,-6.41E-07,-4.09E-09,0,0,0,1,-4.49E-08,-8.42E-05,,1
318,0,0.164285714,1,1,142,-2.69E-06,-1.02E-07,0,1,0,0,0,0,-2.78E-05,,1
319,0,0.247142857,2,2,62,-6.46E-06,-1.74E-07,0,1,0,0,1,0,-2.83E-04,,1
320,0,0.082857143,1,1,141,-3.38E-06,-1.89E-07,0,0,0,0,1,0,-7.61E-06,,1
321,0.045714286,0.122857143,1,0.5,90,-1.52E-05,-1.46E-06,0,0.5,0,0,0,-1.43E-07,-2.56E-05,,1
322,0.194285714,0.229142857,4,0.8,124.2,-2.52E-01,-0.000829236,0,0.4,0,0,8,-4.23E-07,-9.10E-06,,1
323,0,0.082857143,1,1,108,-3.54E-06,-1.54E-07,0,0,0,0,1,0,-1.26E-05,,1
324,0.074285714,0.327142857,3,1,127.3333333,-1.74E-05,-2.86E-07,-7.07E-09,1,0,0,2,-8.48E-08,-3.40E-04,,1
325,0.005714286,0.408571429,2,1,122,-5.29E-04,-1.95E-05,0,2,0,0,2,-1.16E-08,-5.46E-05,,1
326,0.031428571,0.247142857,4,2,89,-9.55E-06,-3.90E-07,0,0.5,0,0,2,-3.97E-08,-1.23E-05,,1
327,0,0.328571429,2,2,140,-7.68E-06,-3.26E-07,0,2,0,0,0,0,-1.37E-05,,1
328,0,0.247142857,2,2,139,-1.03E-04,-6.42E-06,0,1,0,0,0,0,-9.74E-05,,1
329,0.062857143,0.287142857,3,1.5,113.5,-4.30E-05,-1.94E-06,-3.55E-08,1,0,0,1,-2.25E-07,-3.44E-04,,1
330,0,0.164285714,1,1,140,-2.25E-06,-1.12E-07,0,1,0,0,1,0,-3.39E-05,,1
331,0,0.492857143,3,3,143,-9.78E-07,-2.57E-08,0,3,0,0,1,0,-1.32E-05,,1
332,0.005714286,0.081428571,0,0,33,-1.37E-05,-6.46E-07,0,0.5,0,0,2,-2.35E-08,-1.08E-03,,1
333,0,0,0,0,37,-1.74E-06,-1.17E-07,0,0,0,0,1,0,-2.23E-06,,1
334,0.02,0.081428571,0,0,142,-5.34E-06,-1.81E-07,-1.01E-08,0.5,0,0,1,-6.05E-08,-1.78E-04,,1
335,0,0.081428571,0,0,97,-1.69E-05,-3.02E-07,0,1,0,0,1,0,-4.10E-04,,1
336,0.025714286,0.245714286,2,1,101.5,-6.35E-04,-1.10E-05,0,1,0,0,0,-9.44E-08,-3.93E-05,,1
337,0.471428571,0.408571429,10,1,106,-2.77E-05,-8.12E-07,-1.35E-08,0.4,0,0,6,-1.10E-06,-1.12E-05,,-1
338,0.202857143,0.271904762,1,0.333333333,126,-2.25E-04,-1.28E-06,0,1,0,0,1,-3.31E-07,-2.55E-05,,1
339,0.128571429,0.408571429,6,1,122.6666667,-7.87E-06,-4.70E-07,-3.36E-09,0.666666667,0,0,1,-1.48E-07,-1.12E-04,,1
340,0.017142857,0.124285714,3,1.5,88.5,-5.15E-06,-9.06E-08,0,0,0,0,2,-4.53E-08,-2.14E-06,,1
341,0,0.247142857,2,2,140,-5.99E-04,-4.58E-05,0,1,0,0,0,0,-5.62E-04,,1
342,0,0.248571429,3,3,118,-1.68E-03,-9.13E-05,0,0,0,0,0,0,-3.97E-04,,1
343,0.194285714,0.37,5,2.5,105.5,-1.83E-07,-2.34E-08,-3.89E-09,1,0,0,2,-2.61E-07,-1.71E-06,,-1
344,0,0.081428571,0,0,142,-4.95E-05,-4.44E-07,0,1,0,0,0,0,-6.26E-06,,1
345,0,0.082857143,1,1,64,-1.38E-07,-7.46E-09,0,0,0,0,1,0,-2.50E-07,,1
346,0.197142857,0.429285714,5,1.25,110.25,-1.91E-06,-1.14E-07,-1.22E-08,1,0,0,2,-2.68E-07,-3.38E-06,,1
347,0,0.082857143,1,1,140,-1.32E-06,-9.02E-08,0,0,0,0,1,0,-2.53E-05,,1
348,0.04,0.273333333,4,1.333333333,114.6666667,-5.73E-06,-2.20E-07,-1.07E-08,0.666666667,0,0,3,-6.45E-08,-9.68E-06,,1
349,0,0.412857143,4,4,160,-4.24E-02,-0.002144788,0,1,0,0,1,0,-2.58E-02,,1
350,0,0.164285714,1,1,104,-1.42E-05,-3.57E-07,0,1,0,0,1,0,-1.62E-06,,1
351,0,0.248571429,3,3,83,-7.87E-07,-3.34E-08,0,0,0,0,0,0,-2.87E-06,,1
352,0,0.412857143,4,4,140,-1.62E-06,-9.64E-08,0,1,0,0,1,0,-8.00E-06,,1
353,0.068571429,0.547362637,22,1.692307692,89.23076923,-1.09E-05,-1.18E-06,0,0.384615385,0,0,12,-8.07E-08,-6.02E-06,,1
354,0,0.165714286,2,2,125,-6.73E-06,-4.12E-07,0,0,0,0,0,0,-7.02E-05,,1
355,0.014285714,0.082857143,2,1,109.5,-2.39E-06,-1.30E-07,0,0,0,0,1,-1.86E-08,-1.31E-05,,1
356,0,0.412857143,4,4,137,-5.29E-04,-3.00E-05,0,1,0,0,1,0,-8.18E-04,,1
357,0,0.165714286,2,2,85,-3.01E-04,-7.76E-06,0,0,0,0,1,0,-2.08E-07,,1
358,0,0,0,0,60,-2.15E-05,-1.84E-06,0,0,0,0,1,0,-5.03E-05,,1
359,0.32,0.944603175,23,2.555555556,104.8888889,-1.68E-05,-1.96E-06,-3.73E-09,1,0,0,6,-4.14E-07,-7.06E-06,,-1
360,0,0.164285714,1,1,88,-1.72E-05,-1.89E-06,0,1,0,0,1,0,-1.24E-05,,1
361,0,0.162857143,0,0,131,-1.51E-05,-6.83E-07,0,2,0,0,1,0,-2.58E-06,,1
362,0.214285714,0.492857143,6,3,136.5,-1.04E-04,-4.43E-07,-8.61E-09,1.5,0,0,1,-3.14E-07,-1.40E-04,,-1
363,0,0.165714286,2,2,72,-3.11E-05,-3.06E-06,0,0,0,0,1,0,-1.38E-06,,1
364,0.06,0.271904762,1,0.333333333,102.6666667,-3.35E-06,-1.75E-07,-9.00E-09,1,0,0,2,-8.55E-08,-1.96E-04,,1
365,0,0.164285714,1,1,140,-8.24E-05,-3.24E-06,0,1,0,0,0,0,-1.17E-05,,1
366,0,0.247142857,2,2,110,-7.79E-05,-1.45E-07,0,1,0,0,1,0,-6.74E-05,,1
367,0,0,0,0,26,-3.12E-06,-2.21E-07,0,0,0,0,1,0,-4.40E-06,,1
368,1.234285714,0.565952381,23,1.916666667,106,-6.61E-04,-9.98E-06,-6.38E-07,0.416666667,0,0,9,-9.93E-07,-1.28E-04,,-1
369,0,0.081428571,0,0,49,-3.48E-06,-1.86E-07,0,1,0,0,1,0,-3.75E-05,,1
370,0,0.082857143,1,1,110,-1.76E-05,-1.93E-06,0,0,0,0,1,0,-3.10E-05,,1
371,0.011428571,0.082857143,2,1,139,-8.97E-07,-6.46E-08,0,0,0,0,1,-1.52E-08,-9.89E-07,,1
372,0.088571429,0.245714286,3,1,102,-1.16E-05,-7.35E-07,-4.72E-08,0.666666667,0,0,2,-1.15E-07,-2.02E-04,,1
373,0.002857143,0.604761905,16,5.333333333,114.3333333,-1.98E-05,-1.12E-07,0,0.666666667,0,0,2,-5.62E-08,-4.16E-06,,-1
374,0,0.165714286,2,2,69,-1.81E-03,-9.61E-05,0,0,0,0,1,0,-3.10E-03,,1
375,0,0.165714286,2,2,129,-1.34E-03,-5.64E-05,0,0,0,0,1,0,-1.08E-03,,1
376,0.005714286,0.41,4,2,94,-6.11E-05,-2.39E-06,0,1.5,0,0,2,-7.63E-09,-5.70E-05,,1
377,0,0.247142857,2,2,81,-1.34E-05,-6.84E-07,0,1,0,0,1,0,-1.71E-05,,1
378,0.028571429,0.165714286,4,2,56,-1.91E-05,-1.27E-06,-1.65E-08,0,0,0,0,-1.48E-07,-4.24E-05,,1
379,0,0.164285714,1,1,140,-2.71E-05,-1.26E-06,0,1,0,0,0,0,-1.24E-05,,1
380,0,0.248571429,3,3,99,-4.24E-05,-2.04E-06,0,0,0,0,0,0,-6.77E-05,,1
381,0,0.164285714,1,1,110,-3.82E-05,-1.45E-06,0,1,0,0,1,0,-4.30E-05,,1
382,0,0.082857143,1,1,23,-1.74E-05,-6.11E-07,0,0,0,0,0,0,-1.78E-06,,1
383,0,0.164285714,1,1,144,-4.08E-06,-1.86E-07,0,1,0,0,0,0,-5.69E-06,,1
384,0.057142857,0.554857143,4,0.8,128,-1.27E-03,-1.88E-05,0,1.2,0,0,4,-7.46E-08,-5.85E-06,,1
385,0,0.164285714,1,1,97,-1.12E-05,-5.34E-07,0,1,0,0,0,0,-5.17E-04,,1
386,0,0.082857143,1,1,84,-4.50E-06,-3.01E-07,0,0,0,0,0,0,-1.39E-05,,1
387,0.308571429,0.287142857,3,1.5,140,-1.18E-05,-2.92E-06,-5.99E-09,1,0,0,0,-6.41E-07,-3.44E-04,,1
388,0.337142857,0.136666667,2,0.666666667,53.33333333,-9.61E-06,-8.82E-07,0,0.333333333,0,0,3,-3.91E-07,-1.01E-05,,1
389,0.028571429,0.164285714,3,1,112,-9.79E-05,-1.16E-05,0,0.333333333,0,0,2,-1.01E-07,-2.22E-05,,1
390,0,0.081428571,0,0,74,-1.12E-05,-6.61E-07,0,1,0,0,1,0,-4.54E-05,,1
391,0,0.164285714,1,1,140,-1.05E-06,-9.67E-09,0,1,0,0,0,0,-3.33E-06,,1
392,0.005714286,0.37,5,2.5,107,-9.08E-06,-3.05E-07,0,1,0,0,1,-1.19E-08,-8.29E-05,,-1
393,0.045714286,0.45,6,1.5,100,-2.57E-06,-2.25E-07,-3.26E-09,1,0,0,4,-4.90E-08,-4.88E-06,,1
394,0,0.082857143,1,1,54,-8.59E-06,-6.75E-07,0,0,0,0,1,0,-5.41E-06,,1
395,0,0.164285714,1,1,85,-7.51E-05,-7.30E-06,0,1,0,0,0,0,-2.84E-05,,1
396,0.477142857,0.189142857,26,1.3,128.1,-8.09E-03,-2.74E-05,0,0.05,0,0,29,-6.59E-07,-1.75E-06,,1
397,0,0,0,0,88,-5.86E-06,-3.21E-07,0,0,0,0,1,0,-6.27E-06,,1
398,0,0.081428571,0,0,85,-2.78E-04,-1.95E-05,0,1,0,0,1,0,-1.50E-05,,1
399,0,0.245714286,1,1,140,-9.27E-06,-4.36E-07,0,2,0,0,0,0,-2.44E-05,,1
400,0.037142857,0.103571429,5,1.25,67.25,-4.34E-05,-7.51E-07,0,0,0,0,2,-5.06E-08,-3.75E-06,,1
401,0,0.164285714,1,1,108,-1.32E-04,-1.64E-06,0,1,0,0,0,0,-7.34E-05,,1
402,0.005714286,0.082857143,2,1,67.5,-4.78E-06,-1.41E-07,0,0,0,0,0,-2.01E-08,-1.25E-05,,1
403,0,0,0,0,40,-5.67E-06,-2.68E-07,0,0,0,0,1,0,-4.45E-05,,1
404,0,0.081428571,0,0,49,-1.28E-05,-1.14E-07,0,1,0,0,1,0,-1.65E-05,,1
405,0.011428571,0.245714286,2,1,125,-2.93E-04,-3.01E-06,0,1,0,0,1,-4.31E-08,-6.24E-04,,1
406,0,0.247142857,2,2,76,-4.36E-06,0,0,1,0,0,0,0,-3.90E-05,,1
407,0.794285714,1.930952381,16,2.666666667,139.5,-3.75E-05,-3.47E-06,-1.07E-07,3.5,0,0,4,-8.25E-07,-3.59E-07,,-1
408,0,0.33,3,3,110,-1.68E-06,-2.72E-08,0,1,0,0,0,0,-2.33E-05,,1
409,0.005714286,0.654285714,4,2,132.5,-4.94E-07,-2.62E-08,-3.74E-09,3,0,0,2,-3.74E-09,-4.19E-07,,1
410,0,0.082857143,1,1,20,-4.66E-04,-1.85E-05,0,0,0,0,0,0,-1.55E-04,,1
411,0,0.245714286,1,1,139,-2.78E-05,-1.11E-06,0,2,0,0,0,0,-4.17E-04,,1
412,0,0.081428571,0,0,139,-1.14E-06,-6.03E-08,0,1,0,0,0,0,-7.60E-05,,1
413,0,0.081428571,0,0,140,-5.99E-06,-9.05E-08,0,1,0,0,0,0,-1.05E-05,,1
414,0,0.164285714,1,1,111,-1.51E-04,-3.21E-06,0,1,0,0,1,0,-3.26E-04,,1
415,0,0.081428571,0,0,140,-6.00E-06,-1.58E-07,0,1,0,0,0,0,-1.18E-05,,1
416,0,0.248571429,3,3,140,-6.57E-05,-3.81E-06,0,0,0,0,1,0,-7.49E-05,,1
417,0.011428571,0,0,0,99.5,-1.40E-04,-1.03E-06,0,0,0,0,2,-2.29E-08,-1.64E-05,,1
418,0.02,0.491428571,4,2,129,-1.77E-04,-1.02E-05,0,2,0,0,2,-6.68E-08,-5.26E-05,,1
419,0,0.247142857,2,2,125,-1.28E-04,-5.30E-06,0,1,0,0,1,0,-7.17E-05,,1
420,0,0.081428571,0,0,140,-4.94E-05,-4.44E-06,0,1,0,0,1,0,-6.18E-05,,1
421,0.248571429,0.49,3,1,140.3333333,-2.28E-03,-9.40E-06,-1.37E-08,1.666666667,0,0,3,-2.84E-07,-1.18E-04,,1
422,0,0.244285714,0,0,80,-4.27E-05,-1.82E-06,0,3,0,0,1,0,-1.03E-04,,1
423,0,0.081428571,0,0,97,-2.64E-06,-7.93E-08,0,1,0,0,1,0,-6.30E-06,,1
424,0.002857143,0.205714286,3,1.5,74.5,-2.67E-05,-6.55E-07,0,0.5,0,0,2,-6.48E-09,-6.81E-05,,1
425,0,0.164285714,1,1,108,-1.53E-04,-4.87E-06,0,1,0,0,1,0,-6.75E-04,,1
426,0,0.328571429,2,2,140,-1.28E-06,-1.37E-07,0,2,0,0,0,0,-7.55E-06,,1
427,0,0.165714286,2,2,53,-4.57E-06,-1.54E-07,0,0,0,0,0,0,-7.80E-06,,1
428,0,0.247142857,2,2,84,-2.97E-04,-1.38E-06,0,1,0,0,1,0,-5.77E-06,,1
429,0,0.164285714,1,1,73,-1.37E-06,-3.24E-08,0,1,0,0,1,0,-7.22E-06,,1
430,0.008571429,0.218095238,2,0.666666667,81.66666667,-7.21E-06,-5.09E-07,0,0.666666667,0,0,3,-1.06E-08,-8.49E-05,,1
431,0,0.247142857,2,2,115,-1.68E-05,-6.77E-07,0,1,0,0,0,0,-2.01E-04,,1
432,0,0.247142857,2,2,126,-9.37E-06,-3.90E-07,0,1,0,0,1,0,-3.26E-05,,1
433,0,0.245714286,1,1,140,-4.27E-06,-3.49E-07,0,2,0,0,0,0,-1.84E-04,,1
434,0.002857143,0.041428571,1,0.5,102.5,-2.65E-06,-1.30E-07,0,0,0,0,1,-3.52E-09,-2.33E-06,,1
435,0,0.164285714,1,1,136,-2.05E-04,-2.01E-06,0,1,0,0,1,0,-3.74E-05,,1
436,0,0.247142857,2,2,86,-2.33E-05,-9.80E-07,0,1,0,0,0,0,-6.89E-04,,1
437,0,0.165714286,2,2,74,-1.90E-05,-3.75E-06,0,0,0,0,1,0,-1.36E-05,,1
438,0.008571429,0.247142857,4,2,90,-8.10E-07,-6.98E-08,0,0.5,0,0,2,-1.16E-08,-3.88E-09,,1
439,0.231428571,0.245714286,4,1,124.5,-9.11E-06,-2.18E-07,0,0.5,0,0,3,-2.76E-07,-4.90E-05,,1
440,0,0.081428571,0,0,139,-1.65E-06,-2.68E-07,0,1,0,0,0,0,-1.07E-05,,1
441,0,0.248571429,3,3,110,-7.92E-07,-2.31E-08,0,0,0,0,0,0,-1.00E-05,,1
