 ,_id,userCreateDate,Maxfollowers,Minfollowers,retweet,reply,MaxAmi,MinAmi,MaxStatuses,MinStatuses,Maxfavourites,Minfavourites,Maxmention,Minmention,nombre_tweet,longTotalTweet,hstag,reference,Nombreurl,dateMax,dateMin,DateUser,statuses,friends,favourites,mention,followers,agressivite,frenquenTweet,frequenceAmi,longMoyen,frequenceFavourite,frequenceMention,frequenceFollowers,hstagmoyenTweet,refermoyenTweet,visibilite,label
255001,728432380793380864,Fri May 06 03:53:08 +0000 2016,272,272,0,0,137,137,26775,26775,17276,17276,2,2,1,131.0,5.0,1.0,1.0,1529254807000.0,1529254807000.0,1462506788000.0,0,0,0,0,0,0.0,4.0113550036593606e-07,2.0524953706865814e-09,131.0,2.588241607589882e-07,2.996343606841725e-11,4.075027305304746e-09,5.0,1.0,0.4957142857142858,1
255002,728442281343123464,Fri May 06 04:32:28 +0000 2016,25,25,0,0,144,144,2348,2348,8454,8454,1,1,1,61.0,0.0,1.0,1.0,1529226041000.0,1529226041000.0,1462509148000.0,0,0,0,0,0,0.0,3.5193485404064007e-08,2.15837389190171e-09,61.0,1.267145339037296e-07,1.4988707582650767e-11,3.7471768956626916e-10,0.0,1.0,0.0814285714285714,1
255003,728443406590976000,Fri May 06 04:36:56 +0000 2016,115,115,0,0,158,158,505,505,1597,1597,0,0,1,75.0,2.0,1.0,0.0,1529250561000.0,1529250561000.0,1462509416000.0,0,0,0,0,0,0.0,7.566546843030637e-09,2.367355249898694e-09,75.0,2.3928267937267185e-08,0.0,1.723075023660442e-09,2.0,1.0,0.2471428571428571,1
255004,728446322047492096,Fri May 06 04:48:31 +0000 2016,1252,1252,0,0,1279,1279,35133,35133,9553,9553,7,7,1,140.0,0.0,1.0,0.0,1529247991000.0,1529247991000.0,1462510111000.0,0,0,0,0,0,0.0,5.264326646276447e-07,1.9164528450708956e-08,140.0,1.431420956134657e-07,1.0488795868253531e-10,1.8759960610076315e-08,0.0,1.0,0.0814285714285714,1
255005,728449195221254150,Fri May 06 04:59:56 +0000 2016,254,254,0,0,228,228,10914,10914,5491,5491,0,0,1,106.0,1.0,1.0,1.0,1529254787000.0,1529254787000.0,1462510796000.0,0,0,0,0,0,0.0,1.635203384826059e-07,3.4160378572507e-09,106.0,8.226957839545435e-08,0.0,3.805586033954727e-09,1.0,1.0,0.1642857142857142,1
255006,728451957816336384,Fri May 06 05:10:55 +0000 2016,62,62,0,0,53,53,8547,8547,185,185,1,1,1,110.0,2.0,1.0,1.0,1529238058000.0,1529238058000.0,1462511455000.0,0,0,0,0,0,0.0,1.2808984146847697e-07,7.942859012319268e-10,110.0,2.772507391092575e-09,1.4986526438338244e-11,9.291646391769711e-10,2.0,1.0,0.2471428571428571,1
255007,728478082919706624,Fri May 06 06:54:44 +0000 2016,25,25,0,0,212,212,366,365,1754,1751,0,0,2,200.0,4.0,4.0,2.0,1529254073000.0,1529250478000.0,1462517684000.0,1,0,3,0,0,0.0028571428571428,5.4842643643784815e-09,3.17667771925748e-09,100.0,2.6282512828196322e-08,0.0,3.7460822161055187e-10,2.0,2.0,0.4914285714285714,1
255008,728489012575506432,Fri May 06 07:38:10 +0000 2016,5,5,0,0,56,56,98,98,423,423,0,0,1,118.0,3.0,1.0,1.0,1529243984000.0,1529243984000.0,1462520290000.0,0,0,0,0,0,0.0,1.468743622018289e-09,8.392820697247368e-10,118.0,6.339577062385065e-09,0.0,7.493589908256579e-11,3.0,1.0,0.3299999999999999,1
255009,728489107471618048,Fri May 06 07:38:32 +0000 2016,1109,1109,0,0,17,17,134,134,23,23,3,3,1,144.0,0.0,1.0,0.0,1529247117000.0,1529247117000.0,1462520312000.0,0,0,0,0,0,0.0,2.0081884633918856e-09,2.547701781915079e-10,144.0,3.446890646120401e-10,4.4959443210266094e-11,1.662000750672837e-08,0.0,1.0,0.0814285714285714,1
255010,728491786885201920,Fri May 06 07:49:11 +0000 2016,257,257,0,0,245,245,1560,1560,4140,4140,0,0,1,121.0,5.0,1.0,1.0,1529228967000.0,1529228967000.0,1462520951000.0,0,0,0,0,0,0.0,2.3385495380345292e-08,3.672722030887562e-09,121.0,6.206150697091637e-08,0.0,3.852610456890218e-09,5.0,1.0,0.4957142857142858,1
255011,728508045060411392,Fri May 06 08:53:47 +0000 2016,97,97,0,0,324,324,719,719,251,251,1,1,1,141.0,3.0,1.0,1.0,1529227705000.0,1529227705000.0,1462524827000.0,0,0,0,0,0,0.0,1.0779145091760509e-08,4.857361626885125e-09,141.0,3.762956075148662e-09,1.4991856873102236e-11,1.4542101166909171e-09,3.0,1.0,0.3299999999999999,1
255012,728511227249491968,Fri May 06 09:06:26 +0000 2016,164,164,0,0,364,364,4694,4690,6342,6342,8,8,3,281.0,13.0,0.0,1.0,1529253134000.0,1529250812000.0,1462525586000.0,4,0,0,0,0,0.0114285714285714,7.034575884610655e-08,5.455018368125861e-09,93.66666666666669,9.504320464465441e-08,1.1989051358518375e-10,2.457755528496266e-09,4.333333333333333,0.0,0.359047619047619,1
255013,728511305280307200,Fri May 06 09:06:45 +0000 2016,53,53,0,0,268,268,376,376,507,507,0,0,2,113.0,6.0,0.0,0.0,1529237144000.0,1529237051000.0,1462525605000.0,0,0,0,0,0,0.0,5.6362063540461875e-09,4.017296018309516e-09,56.5,7.599884631652705e-09,0.0,7.944652573522551e-10,3.0,0.0,0.2485714285714285,1
255014,728512740151660544,Fri May 06 09:12:27 +0000 2016,327,327,0,0,298,298,28574,28574,50514,50514,35,35,1,77.0,3.0,2.0,0.0,1529249989000.0,1529249989000.0,1462525947000.0,0,0,0,0,0,0.0,4.282414425672834e-07,4.466156291910493e-09,77.0,7.570584527837807e-07,5.245485577747222e-10,4.900782239780977e-09,3.0,2.0,0.4114285714285713,1
255015,728515806519136257,Fri May 06 09:24:38 +0000 2016,1183,1181,0,0,228,227,11214,11206,129,129,12,12,4,567.0,9.0,0.0,6.0,1529253335000.0,1529236371000.0,1462526678000.0,8,1,0,0,2,0.0257142857142857,1.680587714741951e-07,3.416925262717717e-09,141.75,1.93326034601134e-09,1.7983817172198511e-10,1.77290464289257e-08,2.25,0.0,0.1864285714285714,1
255016,728530578799251457,Fri May 06 10:23:20 +0000 2016,132,132,0,0,109,109,4479,4478,3882,3882,4,4,2,279.0,0.0,0.0,2.0,1529247353000.0,1529236094000.0,1462530200000.0,1,0,0,0,0,0.0028571428571428,6.713415963657802e-08,1.6337627596309451e-09,139.5,5.8185936081535135e-08,5.995459668370442e-11,1.978501690562246e-09,0.0,0.0,0.0,1
255017,728532353136533504,Fri May 06 10:30:23 +0000 2016,2336,2336,0,0,300,300,2068,2068,1444,1444,3,3,1,80.0,4.0,0.0,0.0,1529237166000.0,1529237166000.0,1462530623000.0,0,0,0,0,0,0.0,3.100145663372182e-08,4.497309956536048e-09,80.0,2.1647051924126844e-08,4.497309956536048e-11,3.5019053528227366e-08,4.0,0.0,0.3314285714285714,1
255018,728534244557991936,Fri May 06 10:37:54 +0000 2016,112,112,0,0,114,114,17277,17277,11743,11743,0,0,1,140.0,1.0,1.0,0.0,1529251333000.0,1529251333000.0,1462531074000.0,0,0,0,0,0,0.0,2.589468365223223e-07,1.7086264608175455e-09,140.0,1.760035134156179e-07,0.0,1.678650557996185e-09,1.0,1.0,0.1642857142857142,1
255019,728539119421411329,Fri May 06 10:57:16 +0000 2016,201,201,0,0,407,407,861,861,13544,13544,0,0,1,40.0,0.0,0.0,1.0,1529225505000.0,1529225505000.0,1462532236000.0,0,0,0,0,0,0.0,1.2909848518596384e-08,6.102564863029881e-09,40.0,2.030789643854465e-07,0.0,3.013797389358737e-09,0.0,0.0,0.0,1
255020,728552090755305472,Fri May 06 11:48:49 +0000 2016,147,147,0,0,313,313,2383,2383,456,456,0,0,1,134.0,2.0,1.0,1.0,1529227854000.0,1529227854000.0,1462535329000.0,0,0,0,0,0,0.0,3.5731140783768496e-08,4.693179632949871e-09,134.0,6.837347963658596e-09,0.0,2.2041450672320475e-09,2.0,1.0,0.2471428571428571,1
255021,728554826565562368,Fri May 06 11:59:41 +0000 2016,75,75,0,0,31,31,2339,2338,2711,2710,0,0,2,190.0,4.0,2.0,2.0,1529240581000.0,1529240566000.0,1462535981000.0,1,0,1,0,0,0.0028571428571428,3.5065047987695e-08,4.6473556546325137e-10,95.0,4.0641874773254016e-08,0.0,1.1243602390239954e-09,2.0,1.0,0.3285714285714285,1
255022,728557017191743489,Fri May 06 12:08:23 +0000 2016,1588,1588,0,0,443,443,9829,9829,1558,1558,7,7,1,52.0,2.0,1.0,0.0,1529227934000.0,1529227934000.0,1462536503000.0,0,0,0,0,0,0.0,1.4738025339417293e-07,6.642532531653129e-09,52.0,2.3361322086491143e-08,1.0496101065817586e-10,2.3811154989311894e-08,2.0,1.0,0.2471428571428571,1
255023,728557670500843521,Fri May 06 12:10:59 +0000 2016,58,58,0,0,113,113,684,684,761,761,0,0,1,43.0,1.0,0.0,0.0,1529253291000.0,1529253291000.0,1462536659000.0,0,0,0,0,0,0.0,1.0252316094133769e-08,1.693730582802801e-09,43.0,1.1406451093034791e-08,0.0,8.693484407306412e-10,1.0,0.0,0.0828571428571428,1
255024,728562718207320065,Fri May 06 12:31:02 +0000 2016,1484,1484,0,0,4070,4070,3857,3857,9971,9971,6,6,1,140.0,1.0,5.0,0.0,1529245230000.0,1529245230000.0,1462537862000.0,0,0,0,0,0,0.0,5.78196999168068e-08,6.101275049556745e-08,140.0,1.4947374329024645e-07,8.994508672565226e-11,2.2246418116811323e-08,1.0,5.0,0.4899999999999999,1
255025,728564794463277057,Fri May 06 12:39:17 +0000 2016,362,362,0,0,373,373,20567,20567,4554,4554,1,1,1,145.0,2.0,1.0,0.0,1529228637000.0,1529228637000.0,1462538357000.0,0,0,0,0,0,0.0,3.08395766219605e-07,5.593018952686958e-09,145.0,6.828581316497698e-08,1.499468888119828e-11,5.428077374993777e-09,2.0,1.0,0.2471428571428571,1
255026,728566487607316480,Fri May 06 12:46:01 +0000 2016,159,159,0,0,57,57,542,542,2091,2091,0,0,1,139.0,0.0,1.0,0.0,1529231395000.0,1529231395000.0,1462538761000.0,0,0,0,0,0,0.0,8.126834516687405e-09,8.54667098618417e-10,139.0,3.1352787775633514e-08,0.0,2.3840713803566364e-09,0.0,1.0,0.0814285714285714,1
255027,728566871004352512,Fri May 06 12:47:33 +0000 2016,31,31,0,0,34,34,484,484,678,678,0,0,1,87.0,1.0,0.0,0.0,1529219670000.0,1529219670000.0,1462538853000.0,0,0,0,0,0,0.0,7.258459355709454e-09,5.098917729217384e-10,87.0,1.016784182473349e-08,0.0,4.6490132236982035e-10,1.0,0.0,0.0828571428571428,1
255028,728583570382458883,Fri May 06 13:53:54 +0000 2016,493,493,0,0,942,942,10758,10758,9557,9557,1,1,1,102.0,7.0,1.0,1.0,1529221955000.0,1529221955000.0,1462542834000.0,0,0,0,0,0,0.0,1.6133985929418598e-07,1.412736079709269e-08,102.0,1.433282241378077e-07,1.4997198298399885e-11,7.393618761111143e-09,7.0,1.0,0.6614285714285715,1
255029,728590254140211200,Fri May 06 14:20:27 +0000 2016,10250,10245,0,0,11309,11308,64131,64120,15809,15809,67,66,12,1814.0,12.0,5.0,12.0,1529254143000.0,1529223005000.0,1462544427000.0,11,1,0,1,5,0.0342857142857142,9.613442215823555e-07,1.6952553058388077e-07,151.16666666666666,2.3698197126187739e-07,1.0043514500946158e-09,1.5365078154432558e-07,1.0,0.4166666666666667,0.4899999999999999,-1
255030,728590675508350976,Fri May 06 14:22:08 +0000 2016,222,222,0,0,159,159,11134,11134,12292,12292,8,8,1,82.0,3.0,1.0,1.0,1529242030000.0,1529242030000.0,1462544528000.0,0,0,0,0,0,0.0,1.6693278857729933e-07,2.383897375946703e-09,82.0,1.8429475814551499e-07,1.199445220602115e-10,3.3284604871708692e-09,3.0,1.0,0.3299999999999999,1
255031,728591329681412096,Fri May 06 14:24:44 +0000 2016,890,890,0,0,1152,1152,2769,2769,3136,3136,2,2,1,140.0,2.0,1.0,1.0,1529252696000.0,1529252696000.0,1462544684000.0,0,0,0,0,0,0.0,4.150925678912452e-08,1.7269289931770113e-08,140.0,4.7010844814263095e-08,2.998140613154534e-11,1.3341725728537676e-08,2.0,1.0,0.2471428571428571,1
255032,728599203165933568,Fri May 06 14:56:01 +0000 2016,191,191,0,0,227,227,2611,2611,1808,1808,10,10,1,116.0,4.0,2.0,1.0,1529245818000.0,1529245818000.0,1462546561000.0,0,0,0,0,0,0.0,3.9145863348972536e-08,3.403336262051614e-09,116.0,2.7106748730349426e-08,1.4992670757936628e-10,2.863600114765896e-09,4.0,2.0,0.4942857142857143,1
255033,728612115943067648,Fri May 06 15:47:20 +0000 2016,726,726,0,0,590,590,50693,50693,49906,49906,21,21,1,140.0,2.0,1.0,0.0,1529237573000.0,1529237573000.0,1462549640000.0,0,0,0,0,0,0.0,7.601525151484302e-07,8.847177794519437e-09,140.0,7.483512796835374e-07,3.1489954861848847e-10,1.0886527252239172e-08,2.0,1.0,0.2471428571428571,1
255034,728618213836267520,Fri May 06 16:11:34 +0000 2016,2931,2931,0,0,2580,2579,3832,3805,247,245,12,12,13,1514.0,22.0,2.0,10.0,1529252760000.0,1529237347000.0,1462551094000.0,27,1,2,0,0,0.08,5.744983940880877e-08,3.86796935476844e-08,116.46153846153848,3.7030559326659093e-09,1.7990555138457857e-10,4.3941930925683326e-08,1.6923076923076923,0.1538461538461538,0.3030769230769231,1
255035,728623406485282816,Fri May 06 16:32:12 +0000 2016,300,300,0,0,723,723,1125,1125,323,323,0,0,1,140.0,2.0,1.0,0.0,1529251311000.0,1529251311000.0,1462552332000.0,0,0,0,0,0,0.0,1.6866824902971905e-08,1.0839746137643276e-08,140.0,4.842652838808822e-09,0.0,4.4978199741258406e-09,2.0,1.0,0.2471428571428571,1
255036,728623515599917056,Fri May 06 16:32:38 +0000 2016,1,1,0,0,21,21,39,37,69,67,0,0,3,412.0,6.0,6.0,0.0,1529251034000.0,1529248534000.0,1462552358000.0,2,0,2,0,0,0.0057142857142857,5.847192528979135e-10,3.1484882848349195e-10,137.33333333333334,1.0345032935886162e-09,0.0,1.4992801356356758e-11,2.0,2.0,0.6542857142857144,1
255037,728625045992525825,Fri May 06 16:38:42 +0000 2016,282,282,0,0,959,959,1697,1697,3780,3780,1,1,1,106.0,3.0,1.0,1.0,1529233271000.0,1529233271000.0,1462552722000.0,0,0,0,0,0,0.0,2.544970048162021e-08,1.4382005163154852e-08,106.0,5.6688195533603066e-08,1.4996877125291816e-11,4.229119349332292e-09,3.0,1.0,0.3299999999999999,1
255038,728634443372609536,Fri May 06 17:16:03 +0000 2016,272,272,0,0,149,149,4701,4701,3581,3581,4,4,1,53.0,0.0,0.0,1.0,1529247272000.0,1529247272000.0,1462554963000.0,0,0,0,0,0,0.0,7.048788789124095e-08,2.234140671302893e-09,53.0,5.369434727473598e-08,5.997693077323204e-11,4.078431292579778e-09,0.0,0.0,0.0,1
255039,728639277614149632,Fri May 06 17:35:16 +0000 2016,69,69,0,0,205,205,1046,1046,5445,5445,0,0,1,68.0,0.0,0.0,1.0,1529243749000.0,1529243749000.0,1462556116000.0,0,0,0,0,0,0.0,1.5685067124814582e-08,3.0740332319187283e-09,68.0,8.164932169657303e-08,0.0,1.0346746000116694e-09,0.0,0.0,0.0,1
255040,728639830939316227,Fri May 06 17:37:28 +0000 2016,217,217,0,0,270,270,13044,13040,19146,19137,1,1,2,110.0,1.0,1.0,1.0,1529251968000.0,1529250204000.0,1462556248000.0,4,0,9,0,0,0.0114285714285714,1.955747685158808e-07,4.048235778847578e-09,55.0,2.8706489711783605e-07,1.4993465847583618e-11,3.253582088925646e-09,0.5,0.5,0.1228571428571428,1
255041,728641490201665536,Fri May 06 17:44:03 +0000 2016,174,174,0,0,131,131,3851,3851,2345,2345,3,3,1,61.0,1.0,0.0,0.0,1529254391000.0,1529254391000.0,1462556643000.0,0,0,0,0,0,0.0,5.7738081351712213e-08,1.964084304615502e-09,61.0,3.5158608353613384e-08,4.4979029876690886e-11,2.6087837328480714e-09,1.0,0.0,0.0828571428571428,1
255042,728642230836187136,Fri May 06 17:47:00 +0000 2016,1282,1282,0,0,425,425,18034,18034,2152,2152,2,2,1,70.0,1.0,1.0,1.0,1529251888000.0,1529251888000.0,1462556820000.0,0,0,0,0,0,0.0,2.703948064045756e-07,6.372285279025429e-09,70.0,3.226625393050053e-08,2.998722484247261e-11,1.9221811124024944e-08,1.0,1.0,0.1642857142857142,1
255043,728643467413475328,Fri May 06 17:51:54 +0000 2016,525,525,0,0,139,139,56653,56624,76485,76449,13,13,4,486.0,11.0,8.0,2.0,1529245217000.0,1529242925000.0,1462557114000.0,29,0,36,0,0,0.0828571428571428,8.495218404997965e-07,2.084329794176332e-09,121.5,1.1469062180401202e-06,1.949373188798008e-10,7.872468647068878e-09,2.75,2.0,0.8792857142857142,1
255044,728645309069414401,Fri May 06 17:59:14 +0000 2016,4157,4157,0,0,1089,1089,12076,12076,2395,2395,88,88,1,79.0,1.0,0.0,1.0,1529252618000.0,1529252618000.0,1462557554000.0,0,0,0,0,0,0.0,1.810628744579959e-07,1.6328044905991843e-08,79.0,3.5909703902525685e-08,1.319437972201361e-09,6.232845057319384e-08,1.0,0.0,0.0828571428571428,1
255045,728647216265572354,Fri May 06 18:06:48 +0000 2016,4119,4072,0,0,375,375,15301,15141,23459,23166,0,0,5,706.0,2.0,5.0,1.0,1529229126000.0,1529220224000.0,1462558008000.0,160,0,293,0,47,0.4571428571428571,2.29499676306613e-07,5.624624443825886e-09,141.2,3.5186150620723057e-07,0.0,6.178087489098352e-08,0.4,1.0,0.4402857142857143,-1
255046,728656735771066368,Fri May 06 18:44:38 +0000 2016,62,62,0,0,180,180,227,227,425,425,0,0,1,28.0,1.0,0.0,0.0,1529248912000.0,1529248912000.0,1462560278000.0,0,0,0,0,0,0.0,3.403878388032359e-09,2.699110616060902e-09,28.0,6.372900065699352e-09,0.0,9.296936566431995e-10,1.0,0.0,0.0828571428571428,1
255047,728657108032425984,Fri May 06 18:46:07 +0000 2016,247,247,0,0,960,960,11453,11453,14062,14062,11,11,1,140.0,1.0,1.0,0.0,1529253985000.0,1529253985000.0,1462560367000.0,0,0,0,0,0,0.0,1.717255765011879e-07,1.4394180864501907e-08,140.0,2.1084476178815194e-07,1.6493332240575102e-10,3.703502784929137e-09,1.0,1.0,0.1642857142857142,1
255048,728663287710240770,Fri May 06 19:10:40 +0000 2016,108,108,0,0,122,122,3192,3192,1992,1992,2,2,1,125.0,0.0,1.0,1.0,1529251757000.0,1529251757000.0,1462561840000.0,0,0,0,0,0,0.0,4.7863307432216486e-08,1.8293620008553918e-09,125.0,2.9869582833638856e-08,2.998954099762937e-11,1.619435213871986e-09,0.0,1.0,0.0814285714285714,1
255049,728667222059659264,Fri May 06 19:26:18 +0000 2016,1418,1418,0,0,461,461,156,156,2686,2686,0,0,1,148.0,2.0,2.0,0.0,1529237935000.0,1529237935000.0,1462562778000.0,0,0,0,0,0,0.0,2.3397020272483202e-09,6.91411945231715e-09,148.0,4.028486952044222e-08,0.0,2.1267291504090497e-08,2.0,2.0,0.3285714285714285,1
255050,728671316555915265,Fri May 06 19:42:34 +0000 2016,3729,3729,0,0,3706,3706,54481,54481,53423,53422,21,21,2,189.0,4.0,1.0,2.0,1529245112000.0,1529245016000.0,1462563754000.0,0,0,1,0,0,0.0,8.170349500080667e-07,5.557775233071888e-08,94.5,8.011684465094427e-07,3.149305987439548e-10,5.592267631981941e-08,2.0,0.5,0.2471428571428571,1
255051,728678299535282176,Fri May 06 20:10:19 +0000 2016,1236,1236,0,0,1201,1201,3851,3837,1302,1302,6,6,2,283.0,3.0,2.0,1.0,1529240558000.0,1529229674000.0,1462565419000.0,14,0,0,0,0,0.04,5.77576598677957e-08,1.8012710854641038e-08,141.5,1.9527518345331084e-08,8.998856380336905e-11,1.8537644143494024e-08,1.5,1.0,0.2871428571428571,1
255052,728678918190997504,Fri May 06 20:12:47 +0000 2016,1473,1473,0,0,2806,2806,102531,102487,204565,204491,5,5,3,355.0,8.0,3.0,3.0,1529253722000.0,1529252323000.0,1462565567000.0,44,0,74,0,0,0.1257142857142857,1.5374694351643107e-06,4.2076437712214415e-08,118.33333333333331,3.067486272487221e-06,7.497583341449466e-11,2.208788052391013e-08,2.6666666666666665,1.0,0.4652380952380952,-1
255053,728681142841450500,Fri May 06 20:21:37 +0000 2016,141,141,0,0,397,397,13399,13399,1844,1844,8,8,1,126.0,7.0,1.0,1.0,1529241094000.0,1529241094000.0,1462566097000.0,0,0,0,0,0,0.0,2.009598890570629e-07,5.954255985943276e-09,126.0,2.765654417652242e-08,1.1998500727341616e-10,2.1147357531939602e-09,7.0,1.0,0.6614285714285715,1
255054,728681180695015424,Fri May 06 20:21:46 +0000 2016,1228,1228,0,0,963,963,3910,3910,1695,1695,1,1,1,121.0,3.0,1.0,1.0,1529244838000.0,1529244838000.0,1462566106000.0,0,0,0,0,0,0.0,5.8639387443660447e-08,1.4442386216942456e-08,121.0,2.542039941611367e-08,1.4997285791217507e-11,1.8416666951615098e-08,3.0,1.0,0.3299999999999999,1
255055,728682327623106560,Fri May 06 20:26:19 +0000 2016,729,729,0,0,977,977,5132,5127,7840,7838,0,0,2,227.0,3.0,2.0,1.0,1529251529000.0,1529251445000.0,1462566379000.0,5,0,2,0,0,0.0142857142857142,7.695866321062487e-08,1.4650938027431897e-08,113.5,1.175674044371198e-07,0.0,1.0931969111563821e-08,1.5,1.0,0.2871428571428571,1
255056,728687542132998144,Fri May 06 20:47:03 +0000 2016,222,220,0,0,414,413,117,116,2,2,0,0,2,266.0,6.0,0.0,3.0,1529236932000.0,1529219205000.0,1462567623000.0,1,1,0,0,2,0.0057142857142857,1.7549304433318783e-09,6.209753876405109e-09,133.0,2.999881099712613e-11,0.0,3.329868020681e-09,3.0,0.0,0.2485714285714285,1
255057,728695248122216448,Fri May 06 21:17:40 +0000 2016,395,395,0,0,486,486,3144,3144,1737,1737,0,0,1,139.0,0.0,1.0,0.0,1529246603000.0,1529246603000.0,1462569460000.0,0,0,0,0,0,0.0,4.715259020621205e-08,7.288854592944991e-09,139.0,2.6050906230340432e-08,0.0,5.924069062167226e-09,0.0,1.0,0.0814285714285714,1
255058,728696785330417665,Fri May 06 21:23:46 +0000 2016,9,9,0,0,146,146,1905,1905,3791,3791,0,0,1,141.0,2.0,1.0,1.0,1529231637000.0,1529231637000.0,1462569826000.0,0,0,0,0,0,0.0,2.857708141172462e-08,2.190159520268659e-09,141.0,5.6869142063962234e-08,0.0,1.350098334412187e-10,2.0,1.0,0.2471428571428571,1
255059,728696965748428800,Fri May 06 21:24:29 +0000 2016,156,156,0,0,141,141,4101,4101,3963,3963,0,0,1,39.0,1.0,0.0,0.0,1529249724000.0,1529249724000.0,1462569869000.0,0,0,0,0,0,0.0,6.150283320202181e-08,2.1145816828785844e-09,39.0,5.943324261877895e-08,0.0,2.339537181057157e-09,1.0,0.0,0.0828571428571428,1
255060,728698707953098752,Fri May 06 21:31:25 +0000 2016,47,47,0,0,83,83,4577,4577,24,24,7,7,1,60.0,2.0,1.0,1.0,1529238522000.0,1529238522000.0,1462570285000.0,0,0,0,0,0,0.0,6.865338286956652e-08,1.244970674715757e-09,60.0,3.59991520399737e-10,1.0499752678325662e-10,7.049833941161515e-10,2.0,1.0,0.2471428571428571,1
255061,728701245674946562,Fri May 06 21:41:30 +0000 2016,19707,19707,0,0,9836,9836,3665,3665,732,732,4,4,1,122.0,6.0,1.0,1.0,1529244354000.0,1529244354000.0,1462570890000.0,0,0,0,0,0,0.0,5.4969395320453135e-08,1.475249583552461e-07,122.0,1.0978880593334705e-08,5.999388302368689e-11,2.9557486318694944e-07,6.0,1.0,0.5785714285714286,1
255062,728701652040044544,Fri May 06 21:43:07 +0000 2016,183,183,0,0,155,155,7600,7600,27719,27719,0,0,1,114.0,2.0,1.0,1.0,1529250668000.0,1529250668000.0,1462570987000.0,0,0,0,0,0,0.0,1.1397774983356625e-07,2.3245462137108903e-09,114.0,4.157038483732398e-07,0.0,2.744464239413503e-09,2.0,1.0,0.2471428571428571,1
255063,728703368521199618,Fri May 06 21:49:56 +0000 2016,105,105,0,0,483,483,789,789,225,225,0,0,1,142.0,1.0,1.0,0.0,1529235529000.0,1529235529000.0,1462571396000.0,0,0,0,0,0,0.0,1.1835449806269888e-08,7.245275356689931e-09,142.0,3.375128271749968e-09,0.0,1.575059860149985e-09,1.0,1.0,0.1642857142857142,1
255064,728703551141220354,Fri May 06 21:50:40 +0000 2016,310,310,0,0,226,226,6293,6293,16776,16776,0,0,1,77.0,0.0,1.0,1.0,1529246087000.0,1529246087000.0,1462571440000.0,0,0,0,0,0,0.0,9.438370179897617e-08,3.389594248620469e-09,77.0,2.516098810391902e-07,0.0,4.6494434383732096e-09,0.0,1.0,0.0814285714285714,1
255065,728705616395411456,Fri May 06 21:58:52 +0000 2016,216,216,0,0,168,168,1837,1837,6556,6556,0,0,1,142.0,1.0,1.0,0.0,1529250808000.0,1529250808000.0,1462571932000.0,0,0,0,0,0,0.0,2.754995450133263e-08,2.519538571705978e-09,142.0,9.832199331014519e-08,0.0,3.239406735050543e-09,1.0,1.0,0.1642857142857142,1
255066,728715495290093569,Fri May 06 22:38:07 +0000 2016,173,173,0,0,59,59,5653,5653,1153,1153,0,0,1,88.0,1.0,1.0,1.0,1529252929000.0,1529252929000.0,1462574287000.0,0,0,0,0,0,0.0,8.477977100973353e-08,8.848410560011104e-10,88.0,1.7291893857106448e-08,0.0,2.594533943867663e-09,1.0,1.0,0.1642857142857142,1
255067,728715813461569536,Fri May 06 22:39:23 +0000 2016,28,28,0,0,209,209,704,704,6921,6921,0,0,1,142.0,1.0,1.0,0.0,1529245576000.0,1529245576000.0,1462574363000.0,0,0,0,0,0,0.0,1.0559279909906544e-08,3.134786223253505e-09,142.0,1.0380792081883977e-07,0.0,4.199713600531012e-10,1.0,1.0,0.1642857142857142,1
255068,728719377080553472,Fri May 06 22:53:33 +0000 2016,53,53,0,0,121,121,173,173,475,475,0,0,1,147.0,1.0,1.0,0.0,1529247183000.0,1529247183000.0,1462575213000.0,0,0,0,0,0,0.0,2.594793584170379e-09,1.8148556282347735e-09,147.0,7.1244332513348575e-09,0.0,7.949367627805208e-10,1.0,1.0,0.1642857142857142,1
255069,728721699710062592,Fri May 06 23:02:47 +0000 2016,364,364,0,0,1111,1111,9995,9995,18985,18985,0,0,1,105.0,1.0,1.0,1.0,1529252695000.0,1529252695000.0,1462575767000.0,0,0,0,0,0,0.0,1.4990192709538148e-07,1.6662435317955863e-08,105.0,2.8473117417767057e-07,0.0,5.459159726134953e-09,1.0,1.0,0.1642857142857142,1
255070,728730982795317248,Fri May 06 23:39:40 +0000 2016,200,200,0,0,311,311,4563,4563,5755,5755,0,0,1,49.0,0.0,0.0,1.0,1529252993000.0,1529252993000.0,1462577980000.0,0,0,0,0,0,0.0,6.843643210088313e-08,4.6644160384340686e-09,49.0,8.631419389449539e-08,0.0,2.999624462015478e-09,0.0,0.0,0.0,1
255071,728731810679631872,Fri May 06 23:42:57 +0000 2016,37469,37469,0,0,2046,2046,4004,4004,1008,1008,40,40,1,80.0,1.0,1.0,0.0,1529246969000.0,1529246969000.0,1462578177000.0,0,0,0,0,0,0.0,6.005808534823909e-08,3.0689021633990305e-08,80.0,1.5119517989766486e-08,5.999808726097812e-10,5.620170828953973e-07,1.0,1.0,0.1642857142857142,1
